Wall time,Step,Value
1689585316.6700647,2736,85.0
1689585317.8675296,2740,72.0
1689585318.1268318,2741,77.0
1689585318.3304968,2742,60.0
1689585318.607821,2743,82.0
1689585319.153717,2745,85.0
1689585319.5393708,2746,112.0
1689585319.8421586,2747,90.0
1689585321.4659488,2754,59.0
1689585321.6798403,2755,62.0
1689585321.9446988,2756,80.0
1689585323.5603676,2761,76.0
1689585323.7982612,2762,73.0
1689585324.8495176,2766,52.0
1689585325.9400601,2769,61.0
1689585329.9363132,2772,991.0
1689585330.5293555,2774,78.0
1689585331.0111175,2776,66.0
1689585331.5837092,2778,85.0
1689585331.8741283,2779,86.0
1689585332.1001909,2780,64.0
1689585333.4218912,2785,66.0
1689585333.8360415,2786,121.0
1689585337.384424,2798,64.0
1689585337.859123,2800,70.0
1689585339.7874312,2807,88.0
1689585342.894585,2813,76.0
1689585343.095702,2814,59.0
1689585346.0005283,2825,65.0
1689585346.2354703,2826,71.0
1689585348.3810303,2835,60.0
1689585348.8653367,2837,68.0
1689585349.4628158,2839,100.0
1689585349.675149,2840,62.0
1689585350.1458535,2842,87.0
1689585350.660757,2844,73.0
1689585350.9426198,2845,82.0
1689585351.6052928,2848,68.0
1689585352.9330928,2852,64.0
1689585353.2439303,2853,87.0
1689585354.9539967,2858,76.0
1689585355.4575076,2860,64.0
1689585356.0182612,2862,84.0
1689585356.342367,2863,92.0
1689585357.798034,2867,203.0
1689585358.319897,2869,88.0
1689585359.1139565,2872,78.0
1689585361.595356,2880,66.0
1689585361.9654539,2881,108.0
1689585362.1735985,2882,60.0
1689585362.3545806,2883,54.0
1689585362.9374073,2885,80.0
1689585364.140631,2890,68.0
1689585364.6363192,2892,92.0
1689585364.9602678,2894,55.0
1689585365.4831848,2896,115.0
1689585366.3054674,2900,50.0
1689585367.0654414,2904,67.0
1689585367.2819147,2905,80.0
1689585369.0215383,2912,104.0
1689585369.3024795,2913,103.0
1689585369.775396,2915,85.0
1689585369.9848428,2916,73.0
1689585370.6520562,2919,58.0
1689585371.0359752,2921,76.0
1689585371.1720061,2922,50.0
1689585371.3497849,2923,66.0
1689585371.6946368,2925,53.0
1689585371.9099271,2926,80.0
1689585372.8868515,2931,79.0
1689585373.6197636,2935,64.0
1689585373.9132886,2936,105.0
1689585376.5704536,2950,63.0
1689585377.2886875,2953,72.0
1689585378.039054,2956,94.0
1689585378.6445434,2959,83.0
1689585379.4420226,2963,76.0
1689585379.7092671,2964,97.0
1689585380.1437955,2966,86.0
1689585380.2945852,2967,54.0
1689585380.4324527,2968,49.0
1689585381.7403238,2974,71.0
1689585382.7583983,2979,72.0
1689585382.978884,2980,81.0
1689585385.8446643,2981,1024.0
1689585386.1201544,2982,99.0
1689585387.5652585,2985,61.0
1689585388.006339,2987,90.0
1689585388.201235,2988,69.0
1689585390.7286181,2994,81.0
1689585391.484989,2997,73.0
1689585392.0177546,2999,94.0
1689585392.2063465,3000,65.0
